id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
40889,LIB-2012-2-480-2,2012,True,Clear,2,5606,4996,"Gontrar, Zintan - Mashashia",5606,5606,"Gontrar, Zintan - Mashashia",3876,3876,"Gontrar, Zintan",1188,1188,Mashashia,-1,"Agence France Presse, 2012-06-12, Clashes in west Libya kill at least 3: state media",,,,The official LANA news agency,1,Zintan town,Zintan town,Jabal al Gharbi district,,31.930556,12.248333,POINT (12.248333 31.930556),175345,Libya,620,Africa,1,2,06/11/2012 00:00:00,06/12/2012 00:00:00,0,0,0,1,1,1,1,
40890,LIB-2012-2-480-3,2012,True,Clear,2,5606,4996,"Gontrar, Zintan - Mashashia",5606,5606,"Gontrar, Zintan - Mashashia",3876,3876,"Gontrar, Zintan",1188,1188,Mashashia,-1,"Agence France Presse, 2012-06-13, Tribal clashes kill 14 in Libya's west: government",,,,The government,5,Nafusa mountains,Nafusa mountains,Jabal al Gharbi district,,31.864900,11.793300,POINT (11.793300 31.864900),175344,Libya,620,Africa,2,2,06/11/2012 00:00:00,06/13/2012 00:00:00,0,0,0,10,10,10,10,
40891,LIB-2012-2-480-4,2012,True,Clear,2,5606,4996,"Gontrar, Zintan - Mashashia",5606,5606,"Gontrar, Zintan - Mashashia",3876,3876,"Gontrar, Zintan",1188,1188,Mashashia,-1,"BBC Monitoring Middle East, 2012-06-17, Death toll of western Libya clashes reaches 30 - TV",,,,Libya al-Ahrar,5,Nafusa mountains,Nafusa mountains,Jabal al Gharbi district,,31.864900,11.793300,POINT (11.793300 31.864900),175344,Libya,620,Africa,2,3,06/11/2012 00:00:00,06/17/2012 00:00:00,0,0,0,16,16,30,16,
40893,LIB-2012-2-480-5,2012,True,Clear,2,5606,4996,"Gontrar, Zintan - Mashashia",5606,5606,"Gontrar, Zintan - Mashashia",3876,3876,"Gontrar, Zintan",1188,1188,Mashashia,-1,"Agence France Presse, 2012-06-20, 105 killed in week of clashes in west Libya",,,,Interim government spokesman Nasser al-Manaa,4,Jabal al Gharbi district,In the region of Sheguiga and Zintan,Jabal al Gharbi district,,31.750000,12.500000,POINT (12.500000 31.750000),175346,Libya,620,Africa,2,3,06/11/2012 00:00:00,06/17/2012 00:00:00,0,0,0,48,48,61,48,
40898,CHA-2012-2-15635-4,2012,True,Clear,2,15635,14391,"Awlad Busayf, Awlad Suleiman  - Toubou ",15635,15635,"Awlad Busayf, Awlad Suleiman  - Toubou ",7124,7124,"Awlad Busayf, Awlad Suleiman ",3998,3998,Toubou ,-1,"Agence France Presse, 2012-03-27, Deadly tribal clashes in Libya amid separatist threat",,,,Dr Abdel Rahman Arish,1,Sabha town,Sabha town,Sabha district,,27.037662,14.428325,POINT (14.428325 27.037662),168869,Libya,620,Africa,1,1,03/27/2012 00:00:00,03/27/2012 00:00:00,15,0,0,0,15,15,15,
40901,CHA-2012-2-15635-3,2012,True,Clear,2,15635,14391,"Awlad Busayf, Awlad Suleiman  - Toubou ",15635,15635,"Awlad Busayf, Awlad Suleiman  - Toubou ",7124,7124,"Awlad Busayf, Awlad Suleiman ",3998,3998,Toubou ,-1,"Agence France Presse, 2012-03-27, Deadly tribal clashes in Libya amid separatist threat",,,,Toubou chief Issa Abdel Majid Mansur,1,Sabha town,Sabha town,Sabha district,,27.037662,14.428325,POINT (14.428325 27.037662),168869,Libya,620,Africa,1,2,03/26/2012 00:00:00,03/27/2012 00:00:00,0,40,0,0,40,40,40,
40902,CHA-2012-2-15635-2,2012,True,Clear,2,15635,14391,"Awlad Busayf, Awlad Suleiman  - Toubou ",15635,15635,"Awlad Busayf, Awlad Suleiman  - Toubou ",7124,7124,"Awlad Busayf, Awlad Suleiman ",3998,3998,Toubou ,-1,"Agence France Presse, 2012-03-28, Efforts to halt deadly tribal fighting underway in Libya",,,,"A doctor at the Sabha hospital, Abdel Rahman Arish",1,Sabha town,Sabha town,Sabha district,,27.037662,14.428325,POINT (14.428325 27.037662),168869,Libya,620,Africa,2,2,03/26/2012 00:00:00,03/28/2012 00:00:00,28,0,0,0,28,28,28,
40903,CHA-2012-2-15635-5,2012,True,Clear,2,15635,14391,"Awlad Busayf, Awlad Suleiman  - Toubou ",15635,15635,"Awlad Busayf, Awlad Suleiman  - Toubou ",7124,7124,"Awlad Busayf, Awlad Suleiman ",3998,3998,Toubou ,-1,"Agence France Presse, 2012-03-28, Efforts to halt deadly tribal fighting underway in Libya",,,,"A doctor at the Sabha hospital, Abdel Rahman Arish",1,Sabha town,Sabha town,Sabha district,,27.037662,14.428325,POINT (14.428325 27.037662),168869,Libya,620,Africa,1,1,03/28/2012 00:00:00,03/28/2012 00:00:00,1,0,0,0,1,1,1,
40904,CHA-2012-2-15635-9,2012,True,Clear,2,15635,14391,"Awlad Busayf, Awlad Suleiman  - Toubou ",15635,15635,"Awlad Busayf, Awlad Suleiman  - Toubou ",7124,7124,"Awlad Busayf, Awlad Suleiman ",3998,3998,Toubou ,-1,"Agence France Presse, 2012-03-29, Clashes between rival Libya tribes claim more lives: medic",,,,"A doctor at the Sabha hospital, Abdel Rahman Arish",1,Sabha town,Sabha town,Sabha district,,27.037662,14.428325,POINT (14.428325 27.037662),168869,Libya,620,Africa,1,1,03/29/2012 00:00:00,03/29/2012 00:00:00,0,0,0,8,8,8,8,
40905,CHA-2012-2-15635-8,2012,True,Clear,2,15635,14391,"Awlad Busayf, Awlad Suleiman  - Toubou ",15635,15635,"Awlad Busayf, Awlad Suleiman  - Toubou ",7124,7124,"Awlad Busayf, Awlad Suleiman ",3998,3998,Toubou ,-1,"Agence France Presse, 2012-03-30, Libya tribal chief demands end to 'ethnic cleansing",,,,Toubou chief Issa Abdel Majid Mansur,1,Sabha town,Sabha town,Sabha district,,27.037662,14.428325,POINT (14.428325 27.037662),168869,Libya,620,Africa,1,1,03/30/2012 00:00:00,03/30/2012 00:00:00,0,3,0,0,3,3,3,
40907,CHA-2012-2-15635-1,2012,True,Clear,2,15635,14391,"Awlad Busayf, Awlad Suleiman  - Toubou ",15635,15635,"Awlad Busayf, Awlad Suleiman  - Toubou ",7124,7124,"Awlad Busayf, Awlad Suleiman ",3998,3998,Toubou ,-1,"Agence France Presse, 2012-03-31, Libya PM announces truce to end deadly Sabha clashes , Reuters: Libya struggles to contain tribal conflicts, 2012-04-08",,,,Health minister Fatima al-Hamrush,1,Sabha town,Sabha town,Sabha district,,27.037662,14.428325,POINT (14.428325 27.037662),168869,Libya,620,Africa,1,2,03/26/2012 00:00:00,03/30/2012 00:00:00,0,0,0,52,52,52,52,
40908,CHA-2012-2-15635-7,2012,True,Clear,2,15635,14391,"Awlad Busayf, Awlad Suleiman  - Toubou ",15635,15635,"Awlad Busayf, Awlad Suleiman  - Toubou ",7124,7124,"Awlad Busayf, Awlad Suleiman ",3998,3998,Toubou ,-1,"Agence France Presse, 2012-03-31, 16 dead in tribal clashes in Libya's Sabha: local sources",,,,A doctor at Sabha hospital/a Toubou tribal source,1,Sabha town,Sabha town,Sabha district,,27.037662,14.428325,POINT (14.428325 27.037662),168869,Libya,620,Africa,1,1,03/31/2012 00:00:00,03/31/2012 00:00:00,8,8,0,0,16,16,16,
40909,CHA-2012-2-14789-4,2012,True,Clear,2,14789,13732,Toubou  - Zuwaya,14789,14789,Toubou  - Zuwaya,3998,3998,Toubou ,6403,6403,Zuwaya,-1,"Agence France Presse, 2012-02-13, 17 killed in Libyan tribal clashes: tribesmen",,,,Tribal sources,1,Kufra town,Kufra town,Kufra district,,24.166667,23.269618,POINT (23.269618 24.166667),164567,Libya,620,Africa,2,2,02/12/2012 00:00:00,02/13/2012 00:00:00,9,8,0,0,17,17,17,
40910,CHA-2012-2-14789-0,2012,True,Clear,2,14789,13732,Toubou  - Zuwaya,14789,14789,Toubou  - Zuwaya,3998,3998,Toubou ,6403,6403,Zuwaya,-1,"Agence France Presse, 2012-02-13, 17 killed in Libyan tribal clashes: tribesmen",,,,A source from the Zwai tribe,1,Kufra town,Kufra town,Kufra district,,24.166667,23.269618,POINT (23.269618 24.166667),164567,Libya,620,Africa,1,1,02/10/2012 00:00:00,02/10/2012 00:00:00,0,0,0,0,0,1,0,
40911,CHA-2012-2-14789-3,2012,True,Clear,2,14789,13732,Toubou  - Zuwaya,14789,14789,Toubou  - Zuwaya,3998,3998,Toubou ,6403,6403,Zuwaya,-1,"BBC Monitoring Middle East, 2012-02-15, Tribal clashes leave 28 dead in southeast Libya - Al-Jazeera",,,,Al-Jazeera correspondent,1,Kufra town,Kufra town,Kufra district,,24.166667,23.269618,POINT (23.269618 24.166667),164567,Libya,620,Africa,2,2,02/12/2012 00:00:00,02/14/2012 00:00:00,4,7,0,0,11,11,11,
40913,CHA-2012-2-14789-6,2012,True,Clear,2,14789,13732,Toubou  - Zuwaya,14789,14789,Toubou  - Zuwaya,3998,3998,Toubou ,6403,6403,Zuwaya,-1,"Agence France Presse, 2012-02-21, More than 100 killed in south Libya clashes: tribes /Agence France Presse, 2012-02-21, More than 100 killed in south Libya clashes: tribes",,,,"Toubu chief Issa Abdelmajid/Yunus Zwai, spokesman for the Kufra local council",1,Kufra town,Kufra town,Kufra district,,24.166667,23.269618,POINT (23.269618 24.166667),164567,Libya,620,Africa,2,4,02/12/2012 00:00:00,02/21/2012 00:00:00,7,98,0,0,105,105,105,
40914,CHA-2012-2-14789-2,2012,True,Clear,2,14789,13732,Toubou  - Zuwaya,14789,14789,Toubou  - Zuwaya,3998,3998,Toubou ,6403,6403,Zuwaya,-1,"Agence France Presse, 2012-02-21, More than 100 killed in south Libya clashes: tribes",,,,Sources from Zwai tribe,1,Kufra town,Kufra town,Kufra district,,24.166667,23.269618,POINT (23.269618 24.166667),164567,Libya,620,Africa,1,4,02/12/2012 00:00:00,02/21/2012 00:00:00,3,0,0,0,3,3,3,
40929,LIB-2011-1-823-7,2011,True,Clear,1,11346,11346,Libya: Government,11980,11980,Government of Libya - NTC,111,111,Government of Libya,1126,1126,NTC,-1,"Agence France Presse, 4 March 2011, ""Kadhafi forces hit Libyan rebels east and west",,,,eye witnesses,1,Misrata town,"Misrata town, Misrata district",Misrata district,,32.375352,15.092543,POINT (15.092543 32.375352),176071,Libya,620,Africa,1,1,03/03/2011 00:00:00,03/03/2011 00:00:00,0,0,0,1,1,1,1,
40942,LIB-2011-1-823-3,2011,True,Clear,1,11346,11346,Libya: Government,11980,11980,Government of Libya - NTC,111,111,Government of Libya,1126,1126,NTC,-1,"Reuters News, 1 March 2011, ""Rebel-held Libyan city fights on, food runs short",,,,,1,Zawiyah town,"Zawiyah town, Zawiyah district",Zawiyah district,,32.757102,12.727639,POINT (12.727639 32.757102),176786,Libya,620,Africa,1,1,02/28/2011 00:00:00,02/28/2011 00:00:00,3,0,0,0,3,10,3,
40943,LIB-2011-1-823-4,2011,True,Clear,1,11346,11346,Libya: Government,11980,11980,Government of Libya - NTC,111,111,Government of Libya,1126,1126,NTC,-1,"Agence France Presse, 2 March 2011, ""Libyan rebels say Kadhafi counterattack repulsed""

Second Source:
Agence France Presse, 2 March 2011, ""Libyan rebels fight Kadhafi offensive, 10 dead""

Third Source:
Agence France Presse, 3 March 2011, ""Libyan warplane pounds rebel-held town: residents"" 

Fourth Source:
Associated Press Newswires, 4 March 2011, ""Rebels tighten hold around Libya's strategic oil port after failed government offensive",,,,eye witnesses,1,Brega town,"Brega town, Ajdabiya district",Al Wahat district,,30.435000,19.666944,POINT (19.666944 30.435000),173200,Libya,620,Africa,1,1,03/02/2011 00:00:00,03/02/2011 00:00:00,3,14,1,0,18,18,18,
40944,LIB-2011-1-823-5,2011,True,Clear,1,11346,11346,Libya: Government,11980,11980,Government of Libya - NTC,111,111,Government of Libya,1126,1126,NTC,-1,"Agence France Presse,  4 March 2011, ""Four killed in Libya clashes near oil compound: rebel"" 

Second Source:
Agence France Presse, 5 March 2011, ""Eight killed in Libyan clashes at Raslanuf: doctor""

Third Source:
Agence France Presse, 5 March 2011, ""Up to 10 killed in Libyan clashes at Ras Lanuf: doctor",,,,"a rebel, who gave his name only as Marai
medical witness",1,Ras Lanuf town,"Ras Lanuf town, Surt district",Surt district,,30.586667,18.411944,POINT (18.411944 30.586667),173917,Libya,620,Africa,1,1,03/04/2011 00:00:00,03/04/2011 00:00:00,4,0,0,0,4,10,4,
40946,LIB-2011-1-823-6,2011,True,Clear,1,11346,11346,Libya: Government,11980,11980,Government of Libya - NTC,111,111,Government of Libya,1126,1126,NTC,-1,"Agence France Presse, 4 March 2011, ""Kadhafi forces seize back Zawiyah, near Tripoli: TV ""

Second Source:
Reuters News, 4 March 2011, ""UPDATE 1-Arab TV stations report dead, wounded in Zawiyah""

Third Source:
Associated Press Newswires, 15 March 2011, ""Battle for key Libyan city on Gadhafi's doorstep was test of rebel strength",,,,libyan tv,1,Zawiyah town,"Zawiyah town, Zawiyah district",Zawiyah district,,32.757102,12.727639,POINT (12.727639 32.757102),176786,Libya,620,Africa,1,1,03/04/2011 00:00:00,03/04/2011 00:00:00,0,2,0,11,13,18,13,
40947,LIB-2011-1-823-9,2011,True,Clear,1,11346,11346,Libya: Government,11980,11980,Government of Libya - NTC,111,111,Government of Libya,1126,1126,NTC,-1,"Agence France Presse, 5 March 2011, ""Libya rebels down fighter jet: video",,,,an AFP journalist,1,Ras Lanuf town,"Ras Lanuf town, Surt district",Surt district,,30.586667,18.411944,POINT (18.411944 30.586667),173917,Libya,620,Africa,1,1,03/05/2011 00:00:00,03/05/2011 00:00:00,2,0,0,0,2,2,2,
40948,LIB-2011-1-823-8,2011,True,Clear,1,11346,11346,Libya: Government,11980,11980,Government of Libya - NTC,111,111,Government of Libya,1126,1126,NTC,-1,"Agence France Presse, 4 March 2011, ""Blast kills two at Libya weapons depot: doctor""

Second Source:
Agence France Presse, 4 March 2011, ""Blasts at Libya weapons depot kills 12: hospital"" 

Third Source:
Agence France Presse, 4 March 2011, ""Libya weapons depot blast kills 17: doctor"" 

Fourh Source:
Agence France Presse, 4 March 2011, ""Rebels 'hold' key refinery town as many killed""

Fifth Source:
Agence France Presse, 5 March 2011, ""Benghazi arms dump blasts death toll 32-34: medic",,,,"Mustafa Gheriani, a spokesman for the rebels' national council, medical experts.",1,Benghazi town,"Benghazi town, Benghazi district",Benghazi district,,32.117664,20.129275,POINT (20.129275 32.117664),176081,Libya,620,Africa,1,1,03/04/2011 00:00:00,03/04/2011 00:00:00,0,0,0,0,0,34,0,
40949,LIB-2011-1-823-15,2011,True,Clear,1,11346,11346,Libya: Government,11980,11980,Government of Libya - NTC,111,111,Government of Libya,1126,1126,NTC,-1,"Agence France Presse, 9 March 2011, ""Rebels retreat in chaos to Libyan oil town",,,,Medics,1,Ras Lanuf town,"Ras Lanuf town, Surt district",Surt district,,30.586667,18.411944,POINT (18.411944 30.586667),173917,Libya,620,Africa,1,1,03/09/2011 00:00:00,03/09/2011 00:00:00,0,0,0,1,1,1,1,
40950,LIB-2011-1-823-27,2011,True,Clear,1,11346,11346,Libya: Government,11980,11980,Government of Libya - NTC,111,111,Government of Libya,1126,1126,NTC,-1,"Reuters News, 21 March 2011, ""FACTBOX-Western military assault on Libya's Gaddafi",,,,,2,Benghazi town,"Benghazi town (outside of), Benghazi district",Benghazi district,,32.117664,20.129275,POINT (20.129275 32.117664),176081,Libya,620,Africa,1,1,03/20/2011 00:00:00,03/20/2011 00:00:00,14,0,0,0,14,14,14,
40951,LIB-2011-1-823-10,2011,True,Clear,1,11346,11346,Libya: Government,11980,11980,Government of Libya - NTC,111,111,Government of Libya,1126,1126,NTC,-1,"Agence France Presse, 6 March 2011, ""Clashes as rebels deny Libyan counter-offensive claim""

Second Source:
Associated Press Newswires, 7 March 2011, ""Libyan forces backed by helicopter gunships try to stop rapid rebel advance toward capital"" 

Third Source:
Agence France Presse, 7 March 2011, ""12 killed, 50 hurt in Libya's Bin Jawad fight: hospital",,,,doctors,1,Bin Jawad town,Bin Jawad,Surt district,,30.800833,18.086389,POINT (18.086389 30.800833),173917,Libya,620,Africa,1,1,03/05/2011 00:00:00,03/05/2011 00:00:00,0,12,0,0,12,12,12,
40953,LIB-2011-1-823-11,2011,True,Clear,1,11346,11346,Libya: Government,11980,11980,Government of Libya - NTC,111,111,Government of Libya,1126,1126,NTC,-1,"Reuters News, 6 March 2011, ""At least 18 dead in Misrata fighting - doctor""

Second Source:
Associated Press Newswires, 7 March 2011, ""Libyan forces backed by helicopter gunships try to stop rapid rebel advance toward capital"" 

Third Source:
Agence France Presse, 10 March 2011, ""Calm returns to Libya's third city Misrata: witness",,,,a doctor told Reuters by phone.,1,Misrata town,"Misrata town, Misrata district",Misrata district,,32.375352,15.092543,POINT (15.092543 32.375352),176071,Libya,620,Africa,1,1,03/06/2011 00:00:00,03/06/2011 00:00:00,2,0,1,15,18,21,18,
40954,LIB-2011-1-823-12,2011,True,Clear,1,11346,11346,Libya: Government,11980,11980,Government of Libya - NTC,111,111,Government of Libya,1126,1126,NTC,-1,"Associated Press Newswires, 7 March 2011, ""Libyan forces backed by helicopter gunships try to stop rapid rebel advance toward capital",,,,,1,Zawiyah town,"Zawiyah town, Zawiyah district",Zawiyah district,,32.757102,12.727639,POINT (12.727639 32.757102),176786,Libya,620,Africa,1,1,03/05/2011 00:00:00,03/05/2011 00:00:00,0,0,0,0,0,10,0,
40955,LIB-2011-1-823-13,2011,True,Clear,1,11346,11346,Libya: Government,11980,11980,Government of Libya - NTC,111,111,Government of Libya,1126,1126,NTC,-1,"Agence France Presse, 7 March 2011, ""Casualties in air strike in Libya's Ras Lanuf",,,,witnesses,1,Ras Lanuf town,"Ras Lanuf town, Surt district",Surt district,,30.586667,18.411944,POINT (18.411944 30.586667),173917,Libya,620,Africa,1,1,03/07/2011 00:00:00,03/07/2011 00:00:00,0,0,6,0,6,6,6,
40956,LIB-2011-1-823-14,2011,True,Clear,1,11346,11346,Libya: Government,11980,11980,Government of Libya - NTC,111,111,Government of Libya,1126,1126,NTC,-1,"Agence France Presse, 8 March 2011, ""Libyan rebels hold southern town Zintan: witness",,,,"Florent Marcie, a documentary-maker in Zintan",1,Zintan town,"Zintan town, Yafran-Jadu district",Jabal al Gharbi district,,31.930556,12.248333,POINT (12.248333 31.930556),175345,Libya,620,Africa,1,1,03/06/2011 00:00:00,03/06/2011 00:00:00,1,0,0,0,1,6,1,
40957,LIB-2011-1-823-16,2011,True,Clear,1,11346,11346,Libya: Government,11980,11980,Government of Libya - NTC,111,111,Government of Libya,1126,1126,NTC,-1,"Reuters News, 9 March 2011, ""Pro-Gaddafi forces in Zawiyah square - residents",,,,A local doctor,1,Zawiyah town,"Zawiyah town, Zawiyah district",Zawiyah district,,32.757102,12.727639,POINT (12.727639 32.757102),176786,Libya,620,Africa,1,1,03/09/2011 00:00:00,03/09/2011 00:00:00,0,0,0,40,40,40,40,
40958,LIB-2011-1-823-17,2011,True,Clear,1,11346,11346,Libya: Government,11980,11980,Government of Libya - NTC,111,111,Government of Libya,1126,1126,NTC,-1,"Agence France Presse, 10 March 2011, ""Libyan rebels flee Ras Lanuf under fire""

Second Source:
Agence France Presse, 10 March 2011, ""Libya rebels in retreat as West ponders action"" 

Third Source:
Agence France Presse, 11 March 2011, ""Libyan rebels on the run, West divided",,,,hospital official,1,Ras Lanuf town,"Ras Lanuf town, Surt district",Surt district,,30.586667,18.411944,POINT (18.411944 30.586667),173917,Libya,620,Africa,1,1,03/10/2011 00:00:00,03/10/2011 00:00:00,0,0,0,10,10,10,10,
40960,LIB-2011-1-823-18,2011,True,Clear,1,11346,11346,Libya: Government,11980,11980,Government of Libya - NTC,111,111,Government of Libya,1126,1126,NTC,-1,"Agence France Presse, 11 March 2011, ""Thousands mass in Libyan rebel capital",,,,AFP reporter,2,Ras Lanuf town,a rebel checkpoint 10 kilometres (six miles) east of the front-line town (Ras Lanuf),Surt district,,30.586667,18.411944,POINT (18.411944 30.586667),173917,Libya,620,Africa,1,1,03/11/2011 00:00:00,03/11/2011 00:00:00,0,5,0,0,5,5,5,
40961,LIB-2011-1-823-19,2011,True,Clear,1,11346,11346,Libya: Government,11980,11980,Government of Libya - NTC,111,111,Government of Libya,1126,1126,NTC,-1,"Agence France Presse, 14 March 2011, ""Pro-Kadhafi forces enter western town: witness""

Second Source:
Associated Press Newswires, 15 March 2011, ""Gadhafi's government controls the skies by day; sundown brings rebels out in oil-rich east",,,,"resident, who took part in the demonstration

Second Source:
one resident, speaking on
condition of anonymity for fear of retribution against him.",1,Zuwarah town,"Zuwarah town, 70 miles (110 kilometers) 
west of Tripoli, close to the Tunisian border.",An Nuqat al Khams district,,32.931203,12.081992,POINT (12.081992 32.931203),176785,Libya,620,Africa,1,1,03/14/2011 00:00:00,03/14/2011 00:00:00,0,4,0,1,5,5,5,
40963,LIB-2011-1-823-20,2011,True,Clear,1,11346,11346,Libya: Government,11980,11980,Government of Libya - NTC,111,111,Government of Libya,1126,1126,NTC,-1,"Agence France Presse, 15 March 2011, ""Airstrike targets rebel-held Libya town, one dead: medics""

Second Source:
BBC Monitoring Middle East, 16 March 2011, ""Programme summary of Al-Jazeera TV news 0400 gmt 16 Mar 11""

Third Source:
Agence France Presse, 16 March 2011, ""Fighting in Libya's Ajdabiya, 26 dead since Tuesday",,,,witnesses and medics said.,1,Ajdabiya town,"Ajdabiya town, Ajdabiya district",Al Wahat district,,30.755454,20.226255,POINT (20.226255 30.755454),173921,Libya,620,Africa,1,2,03/15/2011 00:00:00,03/16/2011 00:00:00,2,6,0,22,30,30,30,
