id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
1502,ALG-1993-1-1-72,1993,True,Clear,1,386,386,Algeria: Government,828,828,Government of Algeria - AIS,109,109,Government of Algeria,537,537,AIS,-1,"Reuters, 5/5/1993 Algerian forces kill 25 Islamists in clashes.",,,,,1,Bordj Bou Arreridj town,"Bordj Bou Arreridj town, Bordj Bou Arreridj district, Bordj Bou Arreridj province",Bordj Bou Arreridj province,Bordj Bou Arreridj commune,36.075000,4.775000,POINT (4.775000 36.075000),181810,Algeria,615,Africa,1,1,05/04/1993 00:00:00,05/04/1993 00:00:00,0,3,0,0,3,3,3,
1505,ALG-1999-1-3-67,1999,True,Clear,1,386,386,Algeria: Government,829,829,Government of Algeria - GIA,109,109,Government of Algeria,538,538,GIA,-1,"Reuters, 5/3/1999 Rebels kill seven soldiers in Algeria",,,,,1,Tadmait village,"Tadmait village,Tizi Ouzou province",Tizi Ouzou province,Tadmait commune,36.744100,3.900500,POINT (3.900500 36.744100),182528,Algeria,615,Africa,1,1,05/02/1999 00:00:00,05/02/1999 00:00:00,7,0,0,0,7,7,7,
1506,ALG-1998-1-3-98,1998,True,Clear,1,386,386,Algeria: Government,829,829,Government of Algeria - GIA,109,109,Government of Algeria,538,538,GIA,-1,"Reuters, 3/27/1998 Algeria says rebels kill 58 civilians",,,,,4,Mascara province,Mascara province,Mascara province,,35.416667,0.166667,POINT (0.166667 35.416667),180361,Algeria,615,Africa,1,1,03/26/1998 00:00:00,03/26/1998 00:00:00,0,6,0,0,6,6,6,
1508,ALG-1995-1-3-23.6,1995,True,Clear,1,386,386,Algeria: Government,829,829,Government of Algeria - GIA,109,109,Government of Algeria,538,538,GIA,-1,"BBC 2/7/1995 FLN CENTRAL COMMITTE MEMBER KILLED; SECURITY FORCES KILL 15. Source: Algerian TV, Algiers, in Arabic 1900 gmt 5 Feb 95",,,,,1,Tébessa town,"Tébessa town, Tébessa district, Tébessa province",Tébessa province,Tebessa commune,35.404167,8.124167,POINT (8.124167 35.404167),180377,Algeria,615,Africa,1,1,02/05/1995 00:00:00,02/05/1995 00:00:00,0,2,0,0,2,2,2,
1509,ALG-1993-1-1-221,1993,True,Clear,1,386,386,Algeria: Government,828,828,Government of Algeria - AIS,109,109,Government of Algeria,537,537,AIS,-1,"BBC 11/27/1993 NINE POLICEMEN KILLED IN AMBUSH; ARRESTS MADE IN SETIF, ARMS AND LEAFLETS SEIZED.  Source: (b) Algerian radio, Algiers, in Arabic 1200 gmt 25 Nov 93",,,,,1,Blida town,"Blida town, Blida district, Blida province",Blida province,Blida commune,36.470039,2.827699,POINT (2.827699 36.470039),181806,Algeria,615,Africa,1,1,11/23/1993 00:00:00,11/23/1993 00:00:00,1,0,0,0,1,1,1,
1510,ALG-2000-3-1390-11,2000,True,Clear,3,538,572,GIA - Civilians,538,1039,GIA - Civilians,538,538,GIA,9999,1,Civilians,-1,"Reuters, 4/3 00",,,,El Khabar,3,Bou Ismail commune,"Bou Ismail district (bogus roadblock in Bou Smail area,) Tipaza province",Tipaza province,Bou Ismail commune,36.633333,2.683333,POINT (2.683333 36.633333),182526,Algeria,615,Africa,1,1,03/02/2000 00:00:00,03/02/2000 00:00:00,0,0,2,0,2,2,2,
1512,ALG-1993-1-1-192,1993,True,Clear,1,386,386,Algeria: Government,828,828,Government of Algeria - AIS,109,109,Government of Algeria,537,537,AIS,-1,"Reuters, 10/16/1993 Seven more killed in Algerian violence.",,,,,1,Oran town,"Oran town, Oran district, Oran province",Oran province,Oran commune,35.691111,-0.641667,POINT (-0.641667 35.691111),181079,Algeria,615,Africa,1,1,10/16/1993 00:00:00,10/16/1993 00:00:00,0,1,0,0,1,1,1,
1520,ALG-1995-1-3-101.7,1995,True,Clear,1,386,386,Algeria: Government,829,829,Government of Algeria - GIA,109,109,Government of Algeria,538,538,GIA,-1,"BBC 6/5/1995 SECURITY FORCES KILL 27 ""TERRORISTS"". _F Source: Algerian TV, Algiers, in Arabic 1900 gmt 3 Jun 95",,,,,4,Guelma province,Guelma province,Guelma province,,36.416667,7.416667,POINT (7.416667 36.416667),181815,Algeria,615,Africa,1,1,06/03/1995 00:00:00,06/03/1995 00:00:00,0,3,0,0,3,3,3,
1521,ALG-1993-1-1-216,1993,True,Clear,1,386,386,Algeria: Government,828,828,Government of Algeria - AIS,109,109,Government of Algeria,537,537,AIS,-1,"BBC 11/16/1993 NINE PEOPLE KILLED AND 28 ARRESTED. Source: Algerian TV, Algiers, in Arabic 1900 gmt 14 Nov 93",,,,,1,Constantine town,"Constantine town, Constantine district, Constantine province",Constantine province,Constantine commune,36.365000,6.614722,POINT (6.614722 36.365000),181814,Algeria,615,Africa,1,1,11/14/1993 00:00:00,11/14/1993 00:00:00,1,0,0,0,1,1,1,
1523,ALG-1998-1-3-252,1998,True,Clear,1,386,386,Algeria: Government,829,829,Government of Algeria - GIA,109,109,Government of Algeria,538,538,GIA,-1,"Reuters, 9/2/1998 Troops kill 10 rebels in Algeria",,,,,1,Mila town,"Mila town, Mila district, Mila province",Mila province,Mila commune,36.450278,6.264444,POINT (6.264444 36.450278),181813,Algeria,615,Africa,1,1,09/02/1998 00:00:00,09/02/1998 00:00:00,1,0,0,0,1,1,1,
1525,ALG-2009-1-4-174,2009,True,Clear,1,386,386,Algeria: Government,830,830,Government of Algeria - AQIM,109,109,Government of Algeria,539,539,AQIM,-1,"BBC Monitoring Newsfile, 25 December 2009, Algerian army convoy attacked 25 Dec; one killed - website",,,,Tout sur l'Algerie website obtained from a local security source.,2,Taboudoucht village,"Taboudoucht village (near, in the municipality of Aghrbis, 30 km northeast of Tizi Ouzou)",Tizi Ouzou province,Zekri commune,36.773493,4.551606,POINT (4.551606 36.773493),182530,Algeria,615,Africa,1,1,12/25/2009 00:00:00,12/25/2009 00:00:00,1,0,0,0,1,1,1,
1527,ALG-1995-1-3-198,1995,True,Clear,1,386,386,Algeria: Government,829,829,Government of Algeria - GIA,109,109,Government of Algeria,538,538,GIA,-1,"Reuters, 12/31/1995 Algerian forces kill 22 Moslem rebels.",,,,security forces,4,Constantine province,Constantine province,Constantine province,,36.333333,6.666667,POINT (6.666667 36.333333),181814,Algeria,615,Africa,1,1,12/31/1995 00:00:00,12/31/1995 00:00:00,0,15,0,0,15,15,15,
1528,ALG-1993-1-1-229.1,1993,True,Clear,1,386,386,Algeria: Government,828,828,Government of Algeria - AIS,109,109,Government of Algeria,537,537,AIS,-1,"BBC 12/10/1993 EIGHT PEOPLE KILLED SOUTHWEST OF ALGIERS; FIVE ""TERRORISTS"" ""ELIMINATED"". Source: Algerian TV, Algiers, in Arabic 1900 gmt 8 Dec 93",,,,,5,central Algeria,Algeria central,,,36.266667,2.750000,POINT (2.750000 36.266667),181806,Algeria,615,Africa,2,2,12/05/1993 00:00:00,12/06/1993 00:00:00,0,2,0,0,2,3,2,
1529,ALG-2000-1-4-119,2000,True,Clear,1,386,386,Algeria: Government,830,830,Government of Algeria - AQIM,109,109,Government of Algeria,539,539,AQIM,-1,"BBC 7/9/2000 Algerian troops kill 20 rebels in security sweep La Tribune' web site, Algiers, in French 9 Jul 00.",,,,,1,Algiers city,"Algiers city (commune; Algiers center), Sidi M'Hamed district,  Algiers province",Algiers province,Sidi M'Hamed commune,36.763056,3.050556,POINT (3.050556 36.763056),182527,Algeria,615,Africa,1,1,07/08/2000 00:00:00,07/08/2000 00:00:00,1,0,0,0,1,1,1,
1531,ALG-1995-1-3-134.7,1995,True,Clear,1,386,386,Algeria: Government,829,829,Government of Algeria - GIA,109,109,Government of Algeria,538,538,GIA,-1,"BBC 9/5/1995 TWO NUNS, A JOURNALIST AND 32 ""TERRORISTS"" KILLED IN ALGERIA. France Inter radio, Paris, in French 2030 gmt and 2100 gmt 3 Sep 95",,,,,4,Medea province,Medea province,Medea province,,36.083333,3.000000,POINT (3.000000 36.083333),181807,Algeria,615,Africa,2,1,09/03/1995 00:00:00,09/03/1995 00:00:00,0,4,0,0,4,4,4,
1534,ALG-1997-1-3-64,1997,True,Clear,1,386,386,Algeria: Government,829,829,Government of Algeria - GIA,109,109,Government of Algeria,538,538,GIA,-1,"Reuters, 9/3/1997 More than 62 Algerian rebels killed, Al Khabar,",,,,,1,Sidi bel Abbès town,"Sidi bel Abbès town, Sidi bel Abbès district, Sidi bel Abbès province",Sidi bel Abbès province,Sidi bel Abbès commune,35.189937,-0.630846,POINT (-0.630846 35.189937),180359,Algeria,615,Africa,1,1,09/03/1997 00:00:00,09/03/1997 00:00:00,0,47,0,0,47,47,47,
1535,ALG-1995-1-3-81.5,1995,True,Clear,1,386,386,Algeria: Government,829,829,Government of Algeria - GIA,109,109,Government of Algeria,538,538,GIA,-1,"BBC 4/11/1995 SECURITY FORCES KILL 25 ""TERRORISTS"". _F Source: Algerian TV, Algiers, in Arabic 1900 gmt 8 Apr 95",,,,,4,Mascara province,Mascara province,Mascara province,,35.416667,0.166667,POINT (0.166667 35.416667),180361,Algeria,615,Africa,1,1,04/08/1995 00:00:00,04/08/1995 00:00:00,0,3,0,0,3,3,3,
1536,ALG-2003-1-4-116,2003,True,Clear,1,386,386,Algeria: Government,830,830,Government of Algeria - AQIM,109,109,Government of Algeria,539,539,AQIM,-1,"BBC Monitoring Middle East, 2003-05-04, ""Two ""terrorists"" killed in Batna and Tizi Ouzou.",,,,"El-Khabar web site, Algiers, in Arabic 4 May 03.",4,Batna province,Batna province (Ain Rouafed village),Batna province,,35.500000,5.916667,POINT (5.916667 35.500000),181092,Algeria,615,Africa,1,1,05/02/2003 00:00:00,05/02/2003 00:00:00,0,1,0,0,1,1,1,
1537,ALG-1993-1-1-171,1993,True,Clear,1,386,386,Algeria: Government,828,828,Government of Algeria - AIS,109,109,Government of Algeria,537,537,AIS,-1,"Reuters, 9/25/1993 Security forces kill 11 Algerian militants.",,,,,5,west of Algiers city,west of Algiers city,,,36.583333,2.433333,POINT (2.433333 36.583333),182525,Algeria,615,Africa,2,2,09/22/1993 00:00:00,09/25/1993 00:00:00,0,11,0,0,11,11,11,
1538,ALG-1993-1-1-94,1993,True,Clear,1,386,386,Algeria: Government,828,828,Government of Algeria - AIS,109,109,Government of Algeria,537,537,AIS,-1,"Reuters, 5/28/1993 Policeman, two activists shot dead in Algiers.",,,,,1,Algiers city,"Algiers city (commune; Algiers center), Sidi M'Hamed district,  Algiers province",Algiers province,Sidi M'Hamed commune,36.763056,3.050556,POINT (3.050556 36.763056),182527,Algeria,615,Africa,1,1,05/28/1993 00:00:00,05/28/1993 00:00:00,1,0,0,0,1,1,1,
1540,ALG-1994-1-1-29.1,1994,True,Clear,1,386,386,Algeria: Government,828,828,Government of Algeria - AIS,109,109,Government of Algeria,537,537,AIS,-1,"Reuters, 2/7/1994 Two civilians, five militants killed in Algeria.",,,,,4,Chlef province,Chlef province,Chlef province,,36.250000,1.250000,POINT (1.250000 36.250000),181803,Algeria,615,Africa,2,3,02/01/1994 00:00:00,02/07/1994 00:00:00,0,1,0,0,1,1,1,
1543,ALG-1998-3-1390-16,1998,True,Clear,3,538,572,GIA - Civilians,538,1039,GIA - Civilians,538,538,GIA,9999,1,Civilians,-1,"Reuters, 1998-10-20",,,,El Acil newspaper,1,Mila town,"Mila town, Mila district, Mila province",Mila province,Mila commune,36.450278,6.264444,POINT (6.264444 36.450278),181813,Algeria,615,Africa,1,1,10/18/1998 00:00:00,10/18/1998 00:00:00,0,0,3,0,3,3,3,
1544,ALG-2000-3-1390-34,2000,True,Clear,3,538,572,GIA - Civilians,538,1039,GIA - Civilians,538,538,GIA,9999,1,Civilians,-1,"Reuters, 4/1 00",,,,residents,4,Tipaza province,Tipaza province (Haouch Germain village in),Tipaza province,,36.583333,2.416667,POINT (2.416667 36.583333),182525,Algeria,615,Africa,1,1,01/03/2000 00:00:00,01/03/2000 00:00:00,0,0,6,0,6,6,6,
1545,ALG-1994-1-1-63.3,1994,True,Clear,1,386,386,Algeria: Government,828,828,Government of Algeria - AIS,109,109,Government of Algeria,537,537,AIS,-1,"Reuters, 3/21/1994 Twenty-nine die in Algerian political violence.",,,,,4,Tipaza province,Tipaza province,Tipaza province,,36.583333,2.416667,POINT (2.416667 36.583333),182525,Algeria,615,Africa,2,2,03/19/1994 00:00:00,03/20/1994 00:00:00,0,1,0,0,1,1,1,
1547,ALG-2005-1-4-18,2005,True,Clear,1,386,386,Algeria: Government,830,830,Government of Algeria - AQIM,109,109,Government of Algeria,539,539,AQIM,-1,ABH Armed Islamic militants in Algeria kill 13 8/4,,,,local authorities,1,Larbaa town,"Larbaa town, Larbaa district, Blida province",Blida province,Larbaa commune,36.566667,3.150000,POINT (3.150000 36.566667),182527,Algeria,615,Africa,1,1,04/06/2005 00:00:00,04/06/2005 00:00:00,13,0,0,0,13,14,13,
1549,ALG-2001-1-3-5,2001,True,Clear,1,386,386,Algeria: Government,829,829,Government of Algeria - GIA,109,109,Government of Algeria,538,538,GIA,-1,"Reuters, 2/25/2001 Algerian security forces kill 40 rebels El Watan",,,,,1,Mascara town,"Mascara town, Mascara disrict, Mascara province",Mascara province,Mascara commune,35.396644,0.140270,POINT (0.140270 35.396644),180361,Algeria,615,Africa,1,1,02/23/2001 00:00:00,02/23/2001 00:00:00,0,8,0,0,8,8,8,
1550,ALG-2007-1-4-78,2007,True,Clear,1,386,386,Algeria: Government,830,830,Government of Algeria - AQIM,109,109,Government of Algeria,539,539,AQIM,-1,"BBC Monitoring Middle East 30/7-07: Algerian radio, Algiers, in Arabic 2200 gmt 30 Jul 07",,,,,1,Biskra town,"Biskra town, Biskra district, Biskra province",Biskra province,Biskra commune,34.850000,5.733333,POINT (5.733333 34.850000),179652,Algeria,615,Africa,1,1,07/30/2007 00:00:00,07/30/2007 00:00:00,1,0,0,0,1,1,1,
1551,ALG-1993-1-1-131,1993,True,Clear,1,386,386,Algeria: Government,828,828,Government of Algeria - AIS,109,109,Government of Algeria,537,537,AIS,-1,"Reuters, 7/16/1993 Four Moslem activists shot dead in Algeria.",,,,,4,Ain Defla province,Ain Defla province,Ain Defla province,,36.166667,2.166667,POINT (2.166667 36.166667),181805,Algeria,615,Africa,1,1,07/15/1993 00:00:00,07/15/1993 00:00:00,0,1,0,0,1,1,1,
1552,ALG-2009-1-4-76,2009,True,Clear,1,386,386,Algeria: Government,830,830,Government of Algeria - AQIM,109,109,Government of Algeria,539,539,AQIM,-1,"Agence France Presse, 9 April 2009, Five Algerians killed by insurgents: reports",,,,El Watan's online edition  - El Watan = newspaper,6,Algeria,Algeria,,,28.000000,3.000000,POINT (3.000000 28.000000),170287,Algeria,615,Africa,1,3,04/03/2009 00:00:00,04/09/2009 00:00:00,0,0,0,0,0,1,0,
1553,ALG-2000-1-3-1,2000,True,Clear,1,386,386,Algeria: Government,829,829,Government of Algeria - GIA,109,109,Government of Algeria,538,538,GIA,-1,"BBC 2/17/2000 Police officer reportedly killed by armed group Liberte', web site, Algiers, in French 16 Feb 00",,,,,4,Constantine province,"Constantine province (road between El Khroub and Constantine town, in)",Constantine province,,36.333333,6.666667,POINT (6.666667 36.333333),181814,Algeria,615,Africa,1,1,02/14/2000 00:00:00,02/14/2000 00:00:00,1,0,0,0,1,1,1,
1554,ALG-2009-1-4-9,2009,True,Clear,1,386,386,Algeria: Government,830,830,Government of Algeria - AQIM,109,109,Government of Algeria,539,539,AQIM,-1,"BBC monitoring 2009-1-26 Paper says 23 ""terrorists"" killed since start of 2009 in Algeria   Source: Liberte, website, Algiers, in French 26 Jan 09",,,,,1,Keddara town,"Keddara town, Keddara district, Boumerdes province",Boumerdes province,Bouzegza Keddara commune,36.624812,3.477879,POINT (3.477879 36.624812),182527,Algeria,615,Africa,2,3,01/19/2009 00:00:00,01/25/2009 00:00:00,0,5,0,0,5,5,5,
1555,ALG-2007-1-4-31,2007,True,Clear,1,386,386,Algeria: Government,830,830,Government of Algeria - AQIM,109,109,Government of Algeria,539,539,AQIM,-1,"BBC Monitoring Middle East 31/3-07: El-Khabar website, Algiers, in Arabic 31 Mar 07",,,,Algerian newspaper El-Khabar,4,Bejaia province,Bejaia province (the forest of Marj Amane in),Bejaia province,,36.666667,4.916667,POINT (4.916667 36.666667),182530,Algeria,615,Africa,1,1,03/30/2007 00:00:00,03/30/2007 00:00:00,0,0,0,0,0,3,0,
1556,ALG-1993-1-1-188,1993,True,Clear,1,386,386,Algeria: Government,828,828,Government of Algeria - AIS,109,109,Government of Algeria,537,537,AIS,-1,"Reuters, 10/11/1993 Nine killed in Algeria's fundamentalist conflict.",,,,,1,Blida town,"Blida town, Blida district, Blida province",Blida province,Blida commune,36.470039,2.827699,POINT (2.827699 36.470039),181806,Algeria,615,Africa,1,1,10/11/1993 00:00:00,10/11/1993 00:00:00,0,1,0,0,1,1,1,
1557,ALG-1998-1-3-214,1998,True,Clear,1,386,386,Algeria: Government,829,829,Government of Algeria - GIA,109,109,Government of Algeria,538,538,GIA,-1,"BBC 7/23/1998 Paper reports four ""terrorists"" killed, one armed group observing truce, El Watan' web site, Algiers, in French 15 Jul 98",,,,,1,Tabainet village,"Tabainet village, Blida province",Blida province,,36.526062,3.041600,POINT (3.041600 36.526062),182527,Algeria,615,Africa,1,1,07/15/1998 00:00:00,07/15/1998 00:00:00,0,1,0,0,1,1,1,
1558,ALG-1999-1-3-176,1999,True,Clear,1,386,386,Algeria: Government,829,829,Government of Algeria - GIA,109,109,Government of Algeria,538,538,GIA,-1,"Reuters, 11/29/1999 Algerians fear more massacres as holy month nears",,,,,1,Tablat town,"Tablat town, Tablat district, Medea province",Medea province,Tablat commune,36.412818,3.310070,POINT (3.310070 36.412818),181807,Algeria,615,Africa,1,1,11/27/1999 00:00:00,11/27/1999 00:00:00,3,0,0,0,3,3,3,
1559,ALG-1994-1-1-37.2,1994,True,Clear,1,386,386,Algeria: Government,828,828,Government of Algeria - AIS,109,109,Government of Algeria,537,537,AIS,-1,"BBC 2/14/1994 GUNMEN KILL TEACHER IN FRONT OF PUPILS; SECURITY FORCES KILL SIX ""ARMED MEN"". Source: Algerian TV, Algiers, in Arabic 1900 gmt 12 Feb 94",,,,,4,Tipaza province,Tipaza Province,Tipaza province,,36.583333,2.416667,POINT (2.416667 36.583333),182525,Algeria,615,Africa,2,2,02/10/1994 00:00:00,02/11/1994 00:00:00,0,2,0,0,2,2,2,
1560,ALG-1995-1-3-170.2,1995,True,Clear,1,386,386,Algeria: Government,829,829,Government of Algeria - GIA,109,109,Government of Algeria,538,538,GIA,-1,"BBC 11/9/1995 SECURITY FORCES KILL 13 ""TERRORISTS"" IN SEARCH OPERATIONS. _F Source: Algerian TV, Algiers, in Arabic 1900 gmt 7 Nov 95",,,,security services,4,Tipaza province,Tipaza Province,Tipaza province,,36.583333,2.416667,POINT (2.416667 36.583333),182525,Algeria,615,Africa,2,2,11/06/1995 00:00:00,11/07/1995 00:00:00,0,3,0,0,3,3,3,
1561,ALG-1997-1-3-105,1997,True,Clear,1,386,386,Algeria: Government,829,829,Government of Algeria - GIA,109,109,Government of Algeria,538,538,GIA,-1,"Reuters, 12/24/1997 Algerian troops kill 14 Moslem rebels Liberte",,,,,2,Ziama forest,"Ziama forest (near Ziama Mansouria town), Ziama Mansouria district, Jijel province",Jijel province,Ziama Mansouriah commune,36.673200,5.481200,POINT (5.481200 36.673200),182531,Algeria,615,Africa,1,1,12/23/1997 00:00:00,12/23/1997 00:00:00,0,6,0,0,6,6,6,
1562,ALG-1996-1-3-47,1996,True,Clear,1,386,386,Algeria: Government,829,829,Government of Algeria - GIA,109,109,Government of Algeria,538,538,GIA,-1,"Reuters, 3/5/1996 Algeria says forces kill 29 Moslem rebels. Algerian news agency APS",,,,Statement from security forces,4,Tlemcen province,Tlemcen province (Ain Nekrouf village in),Tlemcen province,,34.666666,-1.416667,POINT (-1.416667 34.666666),179638,Algeria,615,Africa,1,2,03/02/1996 00:00:00,03/03/1996 00:00:00,0,12,0,0,12,12,12,
1563,ALG-1995-1-3-126,1995,True,Clear,1,386,386,Algeria: Government,829,829,Government of Algeria - GIA,109,109,Government of Algeria,538,538,GIA,-1,"Reuters, 8/12/1995 Algerian journalist killed, car bomb injures 12.",,,,,3,Mohammedia commune,"Mohammedia district, Mascara province",Mascara province,Mohammedia commune,35.588611,0.068611,POINT (0.068611 35.588611),181081,Algeria,615,Africa,1,2,08/07/1995 00:00:00,08/12/1995 00:00:00,0,26,0,0,26,26,26,
1564,ALG-1998-1-3-168,1998,True,Clear,1,386,386,Algeria: Government,829,829,Government of Algeria - GIA,109,109,Government of Algeria,538,538,GIA,-1,"Reuters, 5/26/1998 Seven killed in Algeria market blast.",,,,,5,Algeria northern,Algeria northern (between Setif and Bejaia),,,36.080000,3.000000,POINT (3.000000 36.080000),181807,Algeria,615,Africa,1,3,05/20/1998 00:00:00,05/26/1998 00:00:00,1,18,0,0,19,19,19,
1565,ALG-1994-1-3-18,1994,True,Clear,1,386,386,Algeria: Government,829,829,Government of Algeria - GIA,109,109,Government of Algeria,538,538,GIA,-1,"Reuters, 11/5/1994 100 die in Algeria; FIS chiefs back in jail - paper.",,,,,1,Eucalyptus town,"Eucalyptus town, Baraki district, Algiers province",Algiers province,Baraki commune,36.653960,3.147205,POINT (3.147205 36.653960),182527,Algeria,615,Africa,1,1,11/04/1994 00:00:00,11/04/1994 00:00:00,1,7,0,0,8,8,8,
1566,ALG-2000-1-4-152,2000,True,Clear,1,386,386,Algeria: Government,830,830,Government of Algeria - AQIM,109,109,Government of Algeria,539,539,AQIM,-1,"BBC 9/5/2000 Three militiamen killed in Algeria attacks 'El-Khabar' web site, Algiers, in Arabic 5 Sep 00.",,,,,4,Tizi Ouzou province,"Tizi Ouzou Province (Ouassine, in)",Tizi Ouzou province,,36.750000,4.250000,POINT (4.250000 36.750000),182529,Algeria,615,Africa,1,1,09/04/2000 00:00:00,09/04/2000 00:00:00,2,0,0,0,2,2,2,
