id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
11874,MLI-1995-1-97-4,1995,False,Clear,1,372,372,Mali: Azawad,801,801,Government of Mali - FIAA,72,72,Government of Mali,522,522,FIAA,-1,"Reuters 24/6-95, MAR chronology",,,,,1,Tombouctou town,Tombouctou town,Tombouctou region,Tombouctou cercle,16.770456,-3.005588,POINT (-3.005588 16.770456),153714,Mali,432,Africa,1,1,01/23/1995 00:00:00,01/23/1995 00:00:00,0,0,0,2,2,2,2,
11879,MLI-1990-1-96-3,1990,True,Clear,1,372,372,Mali: Azawad,800,800,Government of Mali - MPA,72,72,Government of Mali,521,521,MPA,-1,"Lecocq, 232",,,,,1,Ti-n-Essako town,Ti-n-Essako town,Gao region,Menaka cercle,17.583333,2.866667,POINT (2.866667 17.583333),155166,Mali,432,Africa,1,1,07/02/1990 00:00:00,07/02/1990 00:00:00,3,1,0,0,4,4,4,
11880,MLI-1990-1-96-6,1990,True,Clear,1,372,372,Mali: Azawad,800,800,Government of Mali - MPA,72,72,Government of Mali,521,521,MPA,-1,"Lecocq, 235",,,,,1,Tayekaren camp,Tayekaren camp,Gao region,Menaka cercle,16.485833,3.566944,POINT (3.566944 16.485833),153008,Mali,432,Africa,2,4,07/20/1990 00:00:00,08/10/1990 00:00:00,100,0,0,0,100,100,100,
11884,MLI-1990-3-432-2,1990,True,Clear,3,72,454,Government of Mali - Civilians,72,921,Government of Mali - Civilians,72,72,Government of Mali,9999,1,Civilians,-1,Reuters 15/8-90,,,,Amnesty International,2,Gao town,Gao town (near),Gao region,Gao cercle,16.271667,-0.044722,POINT (-0.044722 16.271667),153000,Mali,432,Africa,1,1,08/03/1990 00:00:00,08/03/1990 00:00:00,0,0,11,0,11,11,11,
11885,MLI-1994-3-1576-2,1994,True,Clear,3,715,603,MPGK  - Civilians,715,1070,MPGK  - Civilians,715,715,MPGK ,9999,1,Civilians,-1,"AI,(1994): Mali, Ethnic conflict and killings of civilians",,,,,1,Tessit village,Tessit village,Gao region,Ansongo cercle,15.223800,0.292500,POINT (0.292500 15.223800),151561,Mali,432,Africa,1,2,05/26/1994 00:00:00,05/27/1994 00:00:00,0,0,13,0,13,13,13,
11886,MLI-1994-3-432-7,1994,True,Clear,3,72,454,Government of Mali - Civilians,72,921,Government of Mali - Civilians,72,72,Government of Mali,9999,1,Civilians,-1,"AI,(1994): Mali, Ethnic conflict and killings of civilians",,,,,1,Tombouctou town,Tombouctou town,Tombouctou region,Tombouctou cercle,16.770456,-3.005588,POINT (-3.005588 16.770456),153714,Mali,432,Africa,1,4,06/19/1994 00:00:00,06/29/1994 00:00:00,0,0,50,0,50,50,50,
11934,MLI-1991-3-432-8,1991,True,Clear,3,72,454,Government of Mali - Civilians,72,921,Government of Mali - Civilians,72,72,Government of Mali,9999,1,Civilians,-1,Reuters 1991-07-23,,,,Amnesty International,6,Mali,Mali,,,17.000000,-4.000000,POINT (-4.000000 17.000000),154433,Mali,432,Africa,2,5,06/01/1991 00:00:00,07/31/1991 00:00:00,0,0,50,0,50,50,50,
11935,MLI-1992-3-432-1,1992,True,Clear,3,72,454,Government of Mali - Civilians,72,921,Government of Mali - Civilians,72,72,Government of Mali,9999,1,Civilians,-1,Africa Report July/August 1992,,,,witness from that village,2,Tombouctou town,Tombouctou town (near),Tombouctou region,Tombouctou cercle,16.770456,-3.005588,POINT (-3.005588 16.770456),153714,Mali,432,Africa,1,4,01/15/1992 00:00:00,01/31/1992 00:00:00,0,0,2,0,2,2,2,
11936,MLI-2007-1-650-6,2007,True,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,Reuters 1/9-07,,,,military source,3,Abeïbara cercle,Abeibara Cercle,Kidal region,Abeïbara cercle,19.116667,1.750000,POINT (1.750000 19.116667),157324,Mali,432,Africa,1,1,08/31/2007 00:00:00,08/31/2007 00:00:00,0,0,2,0,2,2,2,
11938,MLI-1990-3-432-5,1990,True,Clear,3,72,454,Government of Mali - Civilians,72,921,Government of Mali - Civilians,72,72,Government of Mali,9999,1,Civilians,-1,Reuters 15/8-90,,,,Amnesty International,1,Ti-n-Essako town,Ti-n-Essako town,Gao region,Menaka cercle,17.583333,2.866667,POINT (2.866667 17.583333),155166,Mali,432,Africa,1,1,08/06/1990 00:00:00,08/06/1990 00:00:00,0,0,2,0,2,2,2,
11951,MLI-2008-1-650-3,2008,True,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,Xinhua 22/3-08,,,,Malian Defense Ministry,2,Ti-n-Zaouatene town,Ti-n-Zaouatene town (near),Kidal region,Abeïbara cercle,19.939288,2.974957,POINT (2.974957 19.939288),158046,Mali,432,Africa,1,1,03/20/2008 00:00:00,03/20/2008 00:00:00,3,0,0,0,3,3,3,
11953,MLI-1994-3-432-5,1994,True,Clear,3,72,454,Government of Mali - Civilians,72,921,Government of Mali - Civilians,72,72,Government of Mali,9999,1,Civilians,-1,"Lecocq, 274",,,,,1,Anderanboukane town,Anderanboukane town,Gao region,Menaka cercle,15.427500,3.017500,POINT (3.017500 15.427500),151567,Mali,432,Africa,1,1,06/12/1994 00:00:00,06/12/1994 00:00:00,0,0,26,0,26,60,26,
11965,MLI-1994-3-432-14,1994,True,Clear,3,72,454,Government of Mali - Civilians,72,921,Government of Mali - Civilians,72,72,Government of Mali,9999,1,Civilians,-1,"BBC, 1994-12-31",,,,Radio France Internationale,2,Niafunke town,Niafunke town (near),Tombouctou region,Niafunke cercle,15.932200,-3.990600,POINT (-3.990600 15.932200),152273,Mali,432,Africa,1,1,12/03/1994 00:00:00,12/03/1994 00:00:00,0,0,3,0,3,3,3,
12011,MLI-2008-1-650-24,2008,True,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,"Lecoq, ""Disputed Desert"", 399",,,,,5,Northern Mali,Mali (north),,,20.000000,-3.000000,POINT (-3.000000 20.000000),158755,Mali,432,Africa,2,5,04/01/2008 00:00:00,05/31/2008 00:00:00,34,0,0,0,34,34,34,
12012,MLI-1990-3-432-3,1990,True,Clear,3,72,454,Government of Mali - Civilians,72,921,Government of Mali - Civilians,72,72,Government of Mali,9999,1,Civilians,-1,Reuters 15/8-90,,,,Amnesty International,1,Menaka town,Menaka town,Gao region,Menaka cercle,15.918200,2.402200,POINT (2.402200 15.918200),152285,Mali,432,Africa,1,1,08/06/1990 00:00:00,08/06/1990 00:00:00,0,0,3,0,3,3,3,
12015,MLI-1994-1-97-12,1994,True,Clear,1,372,372,Mali: Azawad,801,801,Government of Mali - FIAA,72,72,Government of Mali,522,522,FIAA,-1,BBC Monitoring Africa 25/11-94,,,,armed forces staff,1,Lelehoy town,Lelehoy town,Gao region,Ansongo cercle,15.555700,0.494400,POINT (0.494400 15.555700),152281,Mali,432,Africa,1,1,11/20/1994 00:00:00,11/20/1994 00:00:00,0,6,0,0,6,6,6,
12960,MLI-1991-3-432-1.2,1991,True,Clear,3,72,454,Government of Mali - Civilians,72,921,Government of Mali - Civilians,72,72,Government of Mali,9999,1,Civilians,-1,"R, 1993-02-12",,,,Malian court,6,Mali,Mali,,,17.000000,-4.000000,POINT (-4.000000 17.000000),154433,Mali,432,Africa,2,5,03/01/1991 00:00:00,04/30/1991 00:00:00,0,0,53,0,53,53,53,
12969,MLI-2008-1-650-15,2008,True,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,"Xinhua 7/6-08, Lecoq, ""Desputed Desert"", 400",,,,,2,Mount Tigharghar,Mount Tigharghar (Kidal ),Kidal region,Tessalit cercle,20.242983,0.977308,POINT (0.977308 20.242983),158762,Mali,432,Africa,1,2,06/02/2008 00:00:00,06/03/2008 00:00:00,0,20,0,0,20,20,20,
12970,MLI-1999-2-365-4,1999,True,Clear,2,5498,4888,Arab - Kounta,5498,5498,Arab - Kounta,1012,1012,Arab,1013,1013,Kounta,-1,"BBC Monitoring Service: Africa 17/8-99; Radio France Internationale, Paris, in French 0730 gmt 13 Aug 99",,,,,3,Gourma-Rharous cercle,Gourma-Rharous Cercle,Tombouctou region,Gourma-Rharous cercle,16.079790,-1.769810,POINT (-1.769810 16.079790),152997,Mali,432,Africa,1,1,08/14/1999 00:00:00,08/14/1999 00:00:00,0,0,0,7,7,7,7,
12971,MLI-1994-3-432-13,1994,True,Clear,3,72,454,Government of Mali - Civilians,72,921,Government of Mali - Civilians,72,72,Government of Mali,9999,1,Civilians,-1,"BBC, 1994-12-31",,,,Radio France Internationale,2,Gharous town,Gharous town (near),Kidal region,Kidal cercle,18.466667,1.750000,POINT (1.750000 18.466667),155884,Mali,432,Africa,1,1,11/30/1994 00:00:00,11/30/1994 00:00:00,0,0,16,0,16,16,16,
12972,MLI-2008-3-432-1,2008,False,Clear,3,72,454,Government of Mali - Civilians,72,921,Government of Mali - Civilians,72,72,Government of Mali,9999,1,Civilians,-1,AFP 10/11-08,,,,,1,Lere town,Lere town,Tombouctou region,Niafunke cercle,15.711800,-4.911800,POINT (-4.911800 15.711800),152271,Mali,432,Africa,1,1,11/10/2008 00:00:00,11/10/2008 00:00:00,0,0,1,0,1,1,1,
12974,MLI-1999-2-365-1,1999,True,Clear,2,5498,4888,Arab - Kounta,5498,5498,Arab - Kounta,1012,1012,Arab,1013,1013,Kounta,-1,"Reuters 19/7-99, BBC Monitoring Service: Africa 21/7-99; Radio France Internationale, Paris, in French 1230 gmt 18 Jul 99",,,,,1,Almoustarast village,Almoustarast village,Gao region,Bourem cercle,17.366667,0.087222,POINT (0.087222 17.366667),154441,Mali,432,Africa,1,1,07/14/1999 00:00:00,07/14/1999 00:00:00,0,0,0,30,30,38,30,
12975,MLI-1994-3-1374-1,1994,True,Clear,3,522,567,FIAA - Civilians,522,1034,FIAA - Civilians,522,522,FIAA,9999,1,Civilians,-1,"BBC, 1994-06-14",,,,Malian Defence Ministry,1,Bokoko town,Bokoko town,Tombouctou region,Niafunke cercle,15.874743,-3.397906,POINT (-3.397906 15.874743),152274,Mali,432,Africa,1,1,06/14/1994 00:00:00,06/14/1994 00:00:00,0,0,3,0,3,3,3,
12976,MLI-1994-2-243-1,1994,True,Clear,2,5390,4780,"ARLA, FIAA, FPLA - MPA",5390,5390,"ARLA, FIAA, FPLA - MPA",3820,3820,"ARLA, FIAA, FPLA",521,521,MPA,-1,"MAR chronology, BBC Monitoring Service: Africa 17/6-94; AFP news agency, Paris, in French 0957 gmt 15 Jun 94",,,,,5,Northern Mali,Mali (north),,,20.000000,-3.000000,POINT (-3.000000 20.000000),158755,Mali,432,Africa,2,2,06/10/1994 00:00:00,06/12/1994 00:00:00,0,0,0,30,30,30,30,
12977,MLI-1994-3-432-4,1994,True,Clear,3,72,454,Government of Mali - Civilians,72,921,Government of Mali - Civilians,72,72,Government of Mali,9999,1,Civilians,-1,"Historical Dictionary of Mali"", Ixiv, AI,(1994): Mali, Ethnic conflict and killings of civilians",,,,,2,Tombouctou town,Tombouctou town (near),Tombouctou region,Tombouctou cercle,16.770456,-3.005588,POINT (-3.005588 16.770456),153714,Mali,432,Africa,2,2,06/16/1994 00:00:00,06/19/1994 00:00:00,0,0,8,0,8,160,8,
12978,MLI-1994-3-1374-4,1994,True,Clear,3,522,567,FIAA - Civilians,522,1034,FIAA - Civilians,522,522,FIAA,9999,1,Civilians,-1,"Lococq, 276",,,,,1,Soumpi town,Soumpi town,Tombouctou region,Niafunke cercle,15.843600,-4.325500,POINT (-4.325500 15.843600),152272,Mali,432,Africa,1,4,07/02/1994 00:00:00,07/17/1994 00:00:00,0,0,12,0,12,12,12,
12979,MLI-1994-3-1374-8,1994,True,Clear,3,522,567,FIAA - Civilians,522,1034,FIAA - Civilians,522,522,FIAA,9999,1,Civilians,-1,Reuters 6/11-94,,,,,1,Tombouctou town,Tombouctou town,Tombouctou region,Tombouctou cercle,16.770456,-3.005588,POINT (-3.005588 16.770456),153714,Mali,432,Africa,1,1,11/04/1994 00:00:00,11/04/1994 00:00:00,0,0,1,0,1,1,1,
12980,MLI-1994-3-432-10,1994,True,Clear,3,72,454,Government of Mali - Civilians,72,921,Government of Mali - Civilians,72,72,Government of Mali,9999,1,Civilians,-1,"AI,(1994): Mali, Ethnic conflict and killings of civilians",,,,,1,Gossi town,Gossi town,Tombouctou region,Gourma-Rharous cercle,15.819607,-1.291135,POINT (-1.291135 15.819607),152278,Mali,432,Africa,1,1,07/17/1994 00:00:00,07/17/1994 00:00:00,0,0,17,0,17,17,17,
12985,MLI-1994-1-97-1,1994,True,Clear,1,372,372,Mali: Azawad,801,801,Government of Mali - FIAA,72,72,Government of Mali,522,522,FIAA,-1,"A Peace of Timbuktu, 72, AI,(1994): Mali, Ethnic conflict and killings of civilians (for date), Tor A. Benjaminsen ""SUPPLY-INDUCED SCARCITY"", 831",,,,,2,Fafa town,Fafa town (near),Gao region,Ansongo cercle,15.317700,0.744600,POINT (0.744600 15.317700),151562,Mali,432,Africa,1,1,05/30/1994 00:00:00,05/30/1994 00:00:00,0,3,0,0,3,3,3,
12988,MLI-1994-3-1374-5,1994,True,Clear,3,522,567,FIAA - Civilians,522,1034,FIAA - Civilians,522,522,FIAA,9999,1,Civilians,-1,"R, 1994-07-28, AI,(1994): Mali, Ethnic conflict and killings of civilians",,,,"government, AI",1,Bamba town,Bamba town,Gao region,Bourem cercle,17.033333,-1.400000,POINT (-1.400000 17.033333),154438,Mali,432,Africa,1,1,07/25/1994 00:00:00,07/25/1994 00:00:00,0,0,40,0,40,103,40,
12989,MLI-1991-3-432-6,1991,True,Clear,3,72,454,Government of Mali - Civilians,72,921,Government of Mali - Civilians,72,72,Government of Mali,9999,1,Civilians,-1,"Humphreys and ag Mohamed, ""Senegal & Mali"", 22",,,,,1,Lere town,Lere town,Tombouctou region,Niafunke cercle,15.711800,-4.911800,POINT (-4.911800 15.711800),152271,Mali,432,Africa,1,1,05/20/1991 00:00:00,05/20/1991 00:00:00,0,0,20,0,20,48,20,
12992,MLI-1994-1-97-5,1994,True,Clear,1,372,372,Mali: Azawad,801,801,Government of Mali - FIAA,72,72,Government of Mali,522,522,FIAA,-1,"Reuters 9/10-94, BBC Monitoring Service: Africa 11/10-94; RTM radio, Bamako, in French 0700 gmt 10 Oct 94",,,,,1,Niafunke town,Niafunke town,Tombouctou region,Niafunke cercle,15.932200,-3.990600,POINT (-3.990600 15.932200),152273,Mali,432,Africa,1,1,10/04/1994 00:00:00,10/04/1994 00:00:00,0,0,3,0,3,3,3,
12993,MLI-1990-1-96-1,1990,True,Clear,1,372,372,Mali: Azawad,800,800,Government of Mali - MPA,72,72,Government of Mali,521,521,MPA,-1,"The Peace of Timbuktu"", 56, Humphreys and ag Mohamed, ""Senegal & Mali"", 3",,,,,1,Tidarmene town,Tidarmene town,Gao region,Menaka cercle,16.615833,2.420000,POINT (2.420000 16.615833),153725,Mali,432,Africa,1,1,06/28/1990 00:00:00,06/28/1990 00:00:00,4,0,0,0,4,4,4,
12994,MLI-2008-1-650-10,2008,True,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,"Reuters 3/5-08, AP 3/5-08, BBC Monitoring Africa 4/5-08; Radio France Internationale, Paris, in French 0730 gmt 4 May 08",,,,"Mali's army, anonymous army source",3,Tessalit cercle,Tessalit Cercle (Tessalit town (50 km from)),Kidal region,Tessalit cercle,20.198611,1.011389,POINT (1.011389 20.198611),158763,Mali,432,Africa,1,1,05/03/2008 00:00:00,05/03/2008 00:00:00,0,0,0,0,0,4,0,
12996,MLI-2009-1-650-2,2009,True,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,"All Africa 5/1-09: ""Echec d'une grande offensive de l'arme malienne au Nord-Est du Mali",,,,,2,Mount Tigharghar,Mount Tigharghar (Kidal ),Kidal region,Tessalit cercle,20.242983,0.977308,POINT (0.977308 20.242983),158762,Mali,432,Africa,1,1,01/02/2009 00:00:00,01/02/2009 00:00:00,5,0,0,0,5,5,5,
12997,MLI-2007-1-650-7,2007,True,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,"BBC Monitoring Africa 14/-07, Reuters 16/9-07",,,,"""a source on the ground"", a senior officer",1,Ti-n-Zaouatene town,Ti-n-Zaouatene town,Kidal region,Abeïbara cercle,19.939288,2.974957,POINT (2.974957 19.939288),158046,Mali,432,Africa,1,1,09/14/2007 00:00:00,09/14/2007 00:00:00,0,8,0,0,8,8,8,
12998,MLI-1994-1-97-6,1994,True,Clear,1,372,372,Mali: Azawad,801,801,Government of Mali - FIAA,72,72,Government of Mali,522,522,FIAA,-1,"Reuters 9/10-94, BBC Monitoring Service: Africa 11/10-94; RTM radio, Bamako, in French 0700 gmt 10 Oct 94",,,,,3,Bourem cercle,Bourem Cerlce,Gao region,Bourem cercle,16.908889,-0.356667,POINT (-0.356667 16.908889),153720,Mali,432,Africa,1,1,10/06/1994 00:00:00,10/06/1994 00:00:00,5,17,0,0,22,22,22,
13001,MLI-1994-3-1374-7,1994,True,Clear,3,522,567,FIAA - Civilians,522,1034,FIAA - Civilians,522,522,FIAA,9999,1,Civilians,-1,"BBC, 1994-10-25",,,,"see ""what""",1,Gao town,Gao town,Gao region,Gao cercle,16.271667,-0.044722,POINT (-0.044722 16.271667),153000,Mali,432,Africa,1,2,10/21/1994 00:00:00,10/22/1994 00:00:00,0,0,13,0,13,38,13,
13002,MLI-2007-1-650-1,2007,True,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,Reuters 11/5-07,,,,the territorial administration ministry,1,Ti-n-Zaouatene town,Ti-n-Zaouatene town,Kidal region,Abeïbara cercle,19.939288,2.974957,POINT (2.974957 19.939288),158046,Mali,432,Africa,1,1,05/11/2007 00:00:00,05/11/2007 00:00:00,2,8,0,0,10,10,10,
13003,MLI-1992-3-432-6,1992,True,Clear,3,72,454,Government of Mali - Civilians,72,921,Government of Mali - Civilians,72,72,Government of Mali,9999,1,Civilians,-1,"A Peace pf Timbuktu"", 66",,,,,1,Goundam town,Goundam town,Tombouctou region,Goundam cercle,16.414530,-3.670749,POINT (-3.670749 16.414530),152993,Mali,432,Africa,1,4,06/07/1992 00:00:00,06/15/1992 00:00:00,0,0,7,0,7,7,7,
13005,MLI-1994-3-432-6,1994,True,Clear,3,72,454,Government of Mali - Civilians,72,921,Government of Mali - Civilians,72,72,Government of Mali,9999,1,Civilians,-1,"Lecocq, 274",,,,,3,Niafunke cercle,Niafunke-Lere road,Tombouctou region,Niafunke cercle,15.932200,-3.990600,POINT (-3.990600 15.932200),152273,Mali,432,Africa,1,1,06/13/1994 00:00:00,06/13/1994 00:00:00,0,0,25,0,25,25,25,
13013,MLI-1994-3-432-1,1994,True,Clear,3,72,454,Government of Mali - Civilians,72,921,Government of Mali - Civilians,72,72,Government of Mali,9999,1,Civilians,-1,"AI,(1994): Mali, Ethnic conflict and killings of civilians",,,,,1,Menaka town,Menaka town,Gao region,Menaka cercle,15.918200,2.402200,POINT (2.402200 15.918200),152285,Mali,432,Africa,1,1,04/21/1994 00:00:00,04/21/1994 00:00:00,0,0,4,0,4,12,4,
13015,MLI-1990-3-432-1,1990,True,Clear,3,72,454,Government of Mali - Civilians,72,921,Government of Mali - Civilians,72,72,Government of Mali,9999,1,Civilians,-1,"Lecocq, 257",,,,,2,Ti-n-Essako town,Ti-n-Essako town (near),Gao region,Menaka cercle,17.583333,2.866667,POINT (2.866667 17.583333),155166,Mali,432,Africa,2,4,07/01/1990 00:00:00,07/31/1990 00:00:00,0,0,94,0,94,94,94,
